"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",70759,98997870,99068629,1369111.0585165,4407232.28277,5776343.3412865,7643269,26046.95
"BANKNIFTY",23798,2540931,2564729,488846.05125849997,328967.00904599996,817813.0603044999,1053858,59389.95
"MIDCPNIFTY",12494,334897,347391,241712.931468,47746.487702,289459.41917,153563,13908.25
"HINDZINC",30464,379621,410085,206731.5023725,58184.3847025,264915.887075,90282,561
"IDEA",20121,59071,79192,166411.054065,17417.65698,183828.711045,139692,11.66
"VEDL",23338,141577,164915,145966.203525,15993.91825,161960.121775,162402,543.1
"INDIGO",18288,212005,230293,134087.69121,23928.076605,158015.767815,266277,4862
"DIXON",17672,308504,326176,117535.10605,29791.12722,147326.23327,151571,13365
"HINDUNILVR",20310,126694,147004,138336.51882,7332.8286,145669.34742,74123,2264
"TATASTEEL",13855,95073,108928,130288.18,12318.0904,142606.2704,97066,172
"KAYNES",23349,285218,308567,98870.67475,37197.99335,136068.6681,147367,4256.5
"RELIANCE",14700,139634,154334,114657.7541,10241.12465,124898.87875,358146,1554.3
"MCX",7987,80361,88348,101310.332225,16827.849225,118138.18145,59545,10167
"LT",14367,136137,150504,103041.0464475,9881.8581925,112922.90464,133473,4072.8
"HINDALCO",16781,125978,142759,99706.96043,11013.60106,110720.56149,154902,851.2
"HDFCBANK",18980,96956,115936,105104.87801,5510.534865,110615.412875,506479,1002.9
"GMRAIRPORT",14241,67089,81330,101932.5446775,8347.98132,110280.5259975,56883,104.2
"MARUTI",11641,184747,196388,96104.65506,13964.73977,110069.39483,128502,16515
"BSE",8917,73500,82417,91119.4592625,16924.4429625,108043.902225,78312,2728.3
"SIEMENS",21709,181745,203454,88281.2101275,11132.7776125,99413.98774,54855,3143.3
"NATIONALUM",8187,44899,53086,84642.738375,8697.468375,93340.20675,33738,278.3
"INFY",13522,78511,92033,86448.27588,5560.781,92009.05688,285209,1597.5
"PNBHOUSING",13573,60210,73783,82859.239905,7189.337155,90048.57706,43658,945.05
