"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"TITAN",6887,31076,37963,46438.2337125,2515.7084925,48953.942205,80832,3820
"HEROMOTOCO",4761,30182,34943,44710.615725,4005.83424,48716.449965,69193,6235
"ADANIPORTS",6219,29778,35997,44563.99631,3200.1977875,47764.1940975,77212,1500.3
"FEDERALBNK",3442,11636,15078,44505.6375,2151.019,46656.6565,26570,258.65
"POWERINDIA",3743,19012,22755,41304.82067,3603.404045,44908.224715,10974,21780
"DRREDDY",4737,40082,44819,38062.18625,4963.3918125,43025.5780625,36698,1280
"GMRAIRPORT",5309,13383,18692,39519.13356,1938.5429175,41457.6764775,46482,105.36
"NATIONALUM",3829,8464,12293,38233.5465,1874.3775,40107.924,30862,267.85
"UPL",3811,6137,9948,38582.6441155,1008.031925,39590.6760405,34758,747.5
"PFC",7973,32858,40831,36879.38566,2477.94976,39357.33542,108097,352
"CDSL",4777,23785,28562,35592.97398,3039.895025,38632.869005,44041,1554.8
"GLENMARK",4781,16308,21089,35521.015575,2644.9125375,38165.9281125,56754,1965
"COFORGE",4780,22142,26922,34453.09575,3257.934825,37711.030575,54512,1917.8
"YESBANK",5153,11558,16711,36155.51648,1347.96108,37503.47756,55547,22.44
"POLYCAB",3917,11094,15011,35696.430875,1502.1244375,37198.5553125,21732,7230
"HCLTECH",5856,30925,36781,33778.289895,2671.460015,36449.74991,76731,1639.2
"RECLTD",7464,26425,33889,34215.31426,1902.3146,36117.62886,120771,350.85
"GAIL",6313,23000,29313,34199.93997,1861.6248,36061.56477,63806,170.5
"MOTHERSON",4719,10778,15497,34208.34303,1787.9403,35996.28333,43169,116.67
"KFINTECH",6208,31856,38064,30816.72736,4424.63553,35241.36289,16776,1071
"AUBANK",3541,7214,10755,33673.4331,1047.0088,34720.4419,26064,952
"DIVISLAB",5010,17034,22044,32272.18066,1582.19618,33854.37684,46352,6460
"MUTHOOTFIN",2959,14116,17075,30621.7553125,2592.738005,33214.4933175,23270,3758.9
"ADANIGREEN",4902,19043,23945,29949.35826,2897.60838,32846.96664,62746,1018
"CHOLAFIN",2921,8442,11363,30795.7965625,1347.2449375,32143.0415,26700,1673
"NTPC",6189,27341,33530,30210.96855,1770.40485,31981.3734,91638,323.3
"BHARATFORG",4347,10074,14421,30588.72565,1278.3195,31867.04515,24431,1410.7
"HDFCLIFE",3617,18842,22459,29974.31305,1766.82319,31741.13624,47324,752.25
"TRENT",6820,41929,48749,28653.26136,2883.07861,31536.33997,138998,4191
"ABCAPITAL",2697,8873,11570,29446.20932,1775.88367,31222.09299,35169,350.15
"COLPAL",6241,14880,21121,29898.0994275,919.3035825,30817.40301,45301,2099.1
"BDL",5697,26153,31850,27858.66548,2931.0183675,30789.6838475,34016,1486.9
"TATAELXSI",5288,30099,35387,27614.45871,2819.82277,30434.28148,32685,5171.5
"HINDPETRO",3138,8894,12032,28745.1457425,1437.6939075,30182.83965,31636,451.45
"HUDCO",4366,15887,20253,27747.8601975,1942.0379625,29689.89816,26262,225.45
"KAYNES",4662,49128,53790,24962.06995,4190.98543,29153.05538,75069,5309
"LUPIN",3142,9594,12736,27840.359995,1308.02692,29148.386915,33055,2080
"TVSMOTOR",4230,19979,24209,27018.160995,1916.2244325,28934.3854275,65210,3633
"LAURUSLABS",3074,10438,13512,26649.11738,1700.958205,28350.075585,33620,1018
"MAXHEALTH",4568,17641,22209,26360.50116,1622.2298925,27982.7310525,46326,1085
"EICHERMOT",2122,17227,19349,25491.193835,2484.355835,27975.54967,44382,7063.5
"MANKIND",5236,13724,18960,26062.3481625,1438.5285675,27500.87673,15905,2200
"APOLLOHOSP",2848,16392,19240,25735.9545375,1531.3895,27267.3440375,44291,7180
"POLICYBZR",3958,6797,10755,25524.02608,936.16936,26460.19544,29793,1840
"JINDALSTEL",3861,7104,10965,24755.8891875,737.78225,25493.6714375,31074,1018
"AUROPHARMA",3701,6506,10207,24689.54631,786.32048,25475.86679,54269,1209.1
"RBLBANK",2549,4621,7170,24616.698925,817.9304825,25434.6294075,32285,304
"INDHOTEL",3301,8122,11423,24505.3969,814.0332,25319.4301,40002,735.95
"TATAPOWER",4211,21294,25505,23589.160135,1717.5975,25306.757635,79961,384.1
"DLF",3994,18120,22114,23495.73468,1691.56779,25187.30247,91521,708
"SOLARINDS",2466,11329,13795,23095.780765,1529.1377925,24624.9185575,22774,12839
"BANKINDIA",3135,8344,11479,23155.7664,1003.77836,24159.54476,17463,140.29
"MPHASIS",2879,8561,11440,22731.9268,1258.862935,23990.789735,29916,2862
"IOC",2878,9021,11899,22805.746275,1102.696725,23908.443,34064,164.35
"LTIM",2286,15881,18167,21219.71679,2551.34301,23771.0598,25008,6150
"PERSISTENT",3536,10171,13707,22525.82589,1227.41466,23753.24055,31420,6335
"CUMMINSIND",2510,7071,9581,22601.0266,1069.28756,23670.31416,22894,4515
"NMDC",4349,9579,13928,22492.989225,968.120775,23461.11,71313,76.11
"BAJAJFINSV",4282,19647,23929,21983.2565,1432.965225,23416.221725,106517,2040
"COALINDIA",4448,14344,18792,22576.11588,794.93346,23371.04934,69302,375.25
"SAIL",3583,7955,11538,22268.32458,1028.28856,23296.61314,50210,132
"BANDHANBNK",4068,14923,18991,21656.69676,1553.71824,23210.415,59271,146.8
"ONGC",4044,16341,20385,22021.14645,1018.968975,23040.115425,65065,240.01
"KALYANKJIL",3628,12416,16044,21131.1505325,1632.66861,22763.8191425,37286,491.6
"PIDILITIND",2923,8360,11283,21721.2683,899.177,22620.4453,18049,1479
"SUNPHARMA",3286,17724,21010,20778.69934,1386.73542,22165.43476,60886,1803
"GRASIM",3100,5782,8882,21189.65345,449.59625,21639.2497,83085,2717.6
"JSWENERGY",4227,19146,23373,20096.7402,1526.0233,21622.7635,64342,471
"BPCL",2894,7882,10776,20519.021155,1064.8016975,21583.8228525,25518,358.45
"SBILIFE",2795,6907,9702,20770.0967625,551.38125,21321.4780125,30688,1974
"APLAPOLLO",3366,5564,8930,20613.51138,602.038675,21215.550055,24089,1757.4
"HDFCAMC",2568,7750,10318,20121.43962,999.58059,21121.02021,25051,2605
"ULTRACEMCO",3450,15400,18850,20088.32988,979.584395,21067.914275,76259,11570
"ZYDUSLIFE",2372,5688,8060,20103.91614,885.31353,20989.22967,17726,938
"IEX",3298,18649,21947,18365.107875,2288.04825,20653.156125,37046,148.9
"SIEMENS",4384,19916,24300,19050.477405,1526.053355,20576.53076,35890,3330
"IREDA",4094,8145,12239,19461.19125,723.408075,20184.599325,25707,137.15
"VBL",3725,17620,21345,18475.4846825,1587.8802,20063.3648825,65863,478.3
"LICI",3013,12541,15554,18507.56754,930.86098,19438.42852,28637,872
"SUZLON",4289,11420,15709,18357.1477325,905.1731875,19262.32092,58577,52.63
"FORTIS",2535,5288,7823,17810.82401,565.569115,18376.393125,27237,896.6
"DELHIVERY",2058,6690,8748,17300.3413425,1032.110395,18332.4517375,16989,401
"LICHSGFIN",3227,6229,9456,17814.7801,471.6162,18286.3963,49013,549
"POWERGRID",3416,16139,19555,17412.73772,871.52563,18284.26335,64346,268.35
"VOLTAS",3481,8386,11867,17497.503,677.5390875,18175.0420875,43219,1333.6
"JUBLFOOD",2322,5986,8308,17287.93775,656.819625,17944.757375,24567,589.7
"CONCOR",2655,7357,10012,16830.582625,719.902,17550.484625,50101,508
"MANAPPURAM",2022,4672,6694,16814.6586,719.2386,17533.8972,21908,275.5
"CGPOWER",2856,11281,14137,16199.494905,1233.126195,17432.6211,35013,665.1
"OFSS",2701,8109,10810,16504.00653,865.000005,17369.006535,29336,8075
"AMBUJACEM",2884,9780,12664,16365.336645,809.351655,17174.6883,66433,536.9
"NYKAA",2038,4006,6044,16526.29625,560.7071875,17087.0034375,25540,258.75
"SBICARD",2302,7802,10104,16170.48152,776.86976,16947.35128,30563,870
"IIFL",1668,5934,7602,15883.73688,978.76053,16862.49741,13153,575
"SRF",2792,10555,13347,15951.94486,814.00978,16765.95464,37558,2826
"RVNL",3676,9348,13024,15919.061755,666.79608,16585.857835,49754,311.9
"CIPLA",2708,16444,19152,15388.2714375,1103.3556375,16491.627075,61641,1508.1
"PATANJALI",3223,3372,6595,16217.24409,216.55215,16433.79624,42834,554.95
"ADANIENSOL",2281,8447,10728,15004.49751,1222.590105,16227.087615,35178,970.4
"NESTLEIND",2407,12983,15390,15052.4726,848.83615,15901.30875,48052,1241.2
"GODREJPROP",2640,7292,9932,15114.0823625,635.4049075,15749.48727,45339,2069
"DMART",2473,13448,15921,14589.082755,1135.85916,15724.941915,50017,3905.5
"ASTRAL",2533,5026,7559,15263.17307,422.0931275,15685.2661975,30709,1410
"DALBHARAT",2359,3363,5722,15263.1375,333.9082825,15597.0457825,10958,1975.5
"TORNTPHARM",1590,4394,5984,14945.8452,498.8253,15444.6705,12598,3739.9
"CAMS",2461,8614,11075,14305.612635,1016.819265,15322.4319,25386,3859.7
"PNBHOUSING",2501,3618,6119,14394.84826,333.97117,14728.81943,31801,884.15
"DABUR",2230,7909,10139,14151.066,531.56475,14682.63075,26081,504.8
"LODHA",2794,6988,9782,14011.72749,582.28389,14594.01138,36845,1100.5
"ABB",2161,7533,9694,13882.3237625,693.0697375,14575.3935,33748,5120
"CROMPTON",2937,8554,11491,13673.64402,543.13578,14216.7798,47377,257.4
"PAGEIND",2405,9332,11737,13465.513584,484.78127700000005,13950.294860999998,27819,37505
"IRCTC",2217,7849,10066,13167.58975,595.6792625,13763.2690125,39198,674.5
"TATATECH",2368,7398,9766,12871.85736,612.00384,13483.8612,23577,671.2
"UNITDSPR",2272,5088,7360,13004.4216,396.41216,13400.83376,46430,1419
"TATACONSUM",1999,7885,9884,12632.59316,595.638175,13228.231335,37154,1136
"PGEL",2820,15180,18000,11574.547535,1503.23565,13077.783185,30142,572
"INOXWIND",2890,6990,9880,12533.127595999998,527.6134493,13060.7410453,40827,130.2
"EXIDEIND",1839,5533,7372,12407.4675,539.77626,12947.24376,26556,374
"NBCC",1641,4474,6115,12191.91675,671.8335,12863.75025,20398,113.59
"SHREECEM",1899,2867,4766,12532.1044325,217.9058775,12750.01031,15899,26235
"MARICO",1460,2511,3971,12526.6056,219.14232,12745.74792,35377,709.7
"BRITANNIA",1594,6050,7644,11696.9974625,580.460275,12277.4577375,33534,5840
"SONACOMS",2176,4310,6486,11444.536355,441.85477,11886.391125,19888,492.3
"HAVELLS",1590,4574,6164,11340.85235,399.8579,11740.71025,24169,1421.1
"MAZDOCK",2266,11114,13380,10607.46142,964.0608925,11571.5223125,41453,2617.5
"UNOMINDA",1567,3984,5551,11011.289465,507.37907,11518.668535,14329,1266
"OBEROIRLTY",1870,6905,8775,10698.348955,719.720715,11418.06967,20337,1638
"NAUKRI",2011,9044,11055,10420.648425,874.95075,11295.599175,33820,1377.1
"KPITTECH",1979,10348,12327,10066.0187775,1141.3411575,11207.359935,15038,1258.3
"MFSL",1577,5265,6842,10590.48688,513.92928,11104.41616,25466,1665
"AMBER",1464,5088,6552,10097.99406,567.51626,10665.51032,23117,7016
"CYIENT",1933,6190,8123,9728.4168975,691.2455425,10419.66244,13751,1182.3
"GODREJCP",1754,2902,4656,9905.86505,245.59055,10151.4556,27167,1119.7
"IRFC",1881,7580,9461,9244.30505,546.685575,9790.990625,22319,114.75
"HFCL",2018,6340,8358,9055.30077,724.640085,9779.940855,27695,68.98
"BOSCHLTD",1012,3579,4591,9259.219845,338.8507725,9598.0706175,12602,36600
"NUVAMA",1649,7298,8947,8913.74445,641.391225,9555.135675,11360,7107
"FINNIFTY",343,19336,19679,6163.941264,3232.2025945,9396.1438585,15096,27632.65
"KEI",1208,3786,4994,8794.706725,580.8320175,9375.5387425,9353,4147
"PRESTIGE",1197,1226,2423,8897.05998,155.9862,9053.04618,14182,1640
"ICICIPRULI",1503,2033,3536,8534.9619575,149.60432,8684.5662775,19905,612
"BLUESTARCO",1504,1520,3024,8552.891035,130.4998825,8683.3909175,7515,1752.7
"SUPREMEIND",1435,4217,5652,8338.39895,335.3081025,8673.7070525,22331,3298.7
"PPLPHARMA",1648,3766,5414,7592.25765,335.1344,7927.39205,15435,182
"NCC",1607,4236,5843,7381.77057,426.3219,7808.09247,18753,168.95
"TITAGARH",1233,5203,6436,7171.1557425,576.2602325,7747.415975,14971,796
"TORNTPOWER",1526,1874,3400,7576.42917,151.499575,7727.928745,10811,1300.6
"ICICIGI",1161,2755,3916,7455.88077,226.353465,7682.234235,24481,1971.4
"360ONE",1253,2037,3290,7234.1787,214.9975,7449.1762,6749,1153.9
"OIL",1213,4627,5840,7009.14032,437.5014,7446.64172,12819,410.9
"NIFTYNXT50",393,626,1019,6768.0106075,138.35192,6906.3625275,1445,68466.5
"PETRONET",1322,3346,4668,6465.58564,192.33344,6657.91908,37972,268.5
"SYNGENE",975,2039,3014,6239.4327,155.1013,6394.534,12477,636
"NHPC",1167,2815,3982,5744.77056,222.51584,5967.2864,18764,76.8
"PIIND",969,2078,3047,5758.64247,172.0158825,5930.6583525,19475,3366.7
"TIINDIA",855,2540,3395,4743.46604,238.08276,4981.5488,18372,2741
"PHOENIXLTD",792,1561,2353,4782.11706,181.32219,4963.43925,14109,1720.9
"SAMMAANCAP",579,194,773,3772.19349,22.27873,3794.47222,42032,153.37
"ALKEM",514,443,957,3636.429125,37.842,3674.271125,14714,5648
